Symbol	RAPdb	MSU
OsJAR2|OsGH3.3|OsGH3-3	Os01g0221100	LOC_Os01g12160
OsJAZ1|OsTIFY3|EG2	Os04g0653000	LOC_Os04g55920
OsJAZ10	Os03g0181100	LOC_Os03g08330
OsJAZ12|OsTIFY11d	Os10g0392400	LOC_Os10g25290
OsJAZ7|OsTIFY10b	Os07g0615200	LOC_Os07g42370
OsJAZ8|OsTIFY10c	Os09g0439200	LOC_Os09g26780
OsJAZ9|OsTIFY11a	Os03g0180800	LOC_Os03g08310
OsJMT1	Os06g0314600	LOC_Os06g20920
OsJMT1	Os05g0102000	LOC_Os05g01140
OsJRL	None	None
OsKANADI1|OsKANADI2	Os02g0696900	LOC_Os02g46940
OsKANADI4	Os03g0766500	LOC_Os03g55760
OsKAPP	Os07g0211400	LOC_Os07g11010
OsKASI	Os06g0196600	LOC_Os06g09630
OsKAT1	Os01g0756700	LOC_Os01g55200
OsKAT2	Os01g0210700	LOC_Os01g11250
OsKAT3	Os02g0245800	LOC_Os02g14840
OsKCH1	Os12g0547500	LOC_Os12g36100
OsKIX_11	Os12g0245100	LOC_Os12g14150
OsKIX_9	Os08g0523600	LOC_Os08g41210
OsKNOLLE	Os03g0736500	LOC_Os03g52650
OsKOS1|OsKOL4|CYP701A8	Os06g0569500	LOC_Os06g37300
OsKOS2|OsKOL5	Os06g0568600	LOC_Os06g37224
OsKOS4|OsKO1	Os06g0569900	LOC_Os06g37330
OsKS1	Os04g0611800	LOC_Os04g52230
OsKS10	Os12g0491800	LOC_Os12g30824
OsKSL5	Os02g0571300	LOC_Os02g36220
OsKTN80a	Os10g0494800	LOC_Os10g35200
OsKTN80b|OsWD40-111	Os04g0677700|Os04g0677650	LOC_Os04g58130
OsKTN80c|OsWD40-26	Os01g0780400	LOC_Os01g57210
OsKu70	Os07g0184900	LOC_Os07g08729
OsKu80|Ku80	Os03g0856200	LOC_Os03g63920
Osl2	Os04g0614600	LOC_Os04g52450
Osl57	Os02g0817700	LOC_Os02g57260
OsLAC	Os05g0458600	LOC_Os05g38420
OsLAC10	Os02g0749700	LOC_Os02g51440
OsLAC13	Os05g0458300	LOC_Os05g38390
Oslacc	Os01g0842400	LOC_Os01g62480
OsLASPO	Os02g0134400	LOC_Os02g04170
OsLBD38	Os07g0589000	LOC_Os07g40000
OsLCB2a1	Os01g0928800	LOC_Os01g70380
OsLCBK1	Os10g0516800	LOC_Os10g37280
OsLCBK2	Os04g0541500	LOC_Os04g45800
OsLCD	Os01g0956700	LOC_Os01g72670
OsLCT1	None	LOC_Os06g38120
OsLCYe|OsLCYepsilon	Os01g0581300	LOC_Os01g39960
OsLDC-like1	Os09g0547500	LOC_Os09g37540
OsLEA1a	Os01g0159600	LOC_Os01g06630
OsLEA25	Os11g0451700	LOC_Os11g26570
OsLEA3-2	Os03g0322900	LOC_Os03g20680
OsLEA3|OsLEA3-1	Os05g0542500	LOC_Os05g46480
OsLEA4	Os06g0110200	LOC_Os06g02040
OsLEA5	Os05g0584200	LOC_Os05g50710
OslecRK|OsLecRK1	Os04g0201900	LOC_Os04g12540
OsLecRK2	Os04g0202300	LOC_Os04g12560
OsLecRK3	Os04g0202500	LOC_Os04g12580
OsLecRK4	Os04g0202800	LOC_Os04g12600
OsLF	Os05g0541400	LOC_Os05g46370
OsLFL1	Os01g0713600	LOC_Os01g51610
OsLFNR1|LFNR1	Os02g0103800	LOC_Os02g01340
OsLFNR2|LFNR2	Os06g0107700	LOC_Os06g01850
OsLG1	Os04g0656500	LOC_Os04g56170
OsLG3b|OsMADS1|LHS1|AFO	Os03g0215400	LOC_Os03g11614
OsLhcb1	Os01g0601600	LOC_Os01g41740
OsLHY	Os08g0157600	LOC_Os08g06110
OsLig4|Lig4	Os04g0606450	LOC_Os04g51700
OsLIL3	Os02g0125700	LOC_Os02g03330
OsLKR|SDH	Os02g0783700|Os02g0783625	LOC_Os02g54254
OsLLB	Os07g0247100	LOC_Os07g14350
OsLMS	Os02g0639000	LOC_Os02g42600
OsLOL1	Os12g0611000	LOC_Os12g41700
OsLOL2	Os01g0612700	LOC_Os01g42710
OsLOL5	None	None
OsLon1	Os09g0533400	LOC_Os09g36300
OsLOX1	Os03g0700700	LOC_Os03g49380
OsLOX10	Os11g0575600	LOC_Os11g36719
OsLOX2	Os03g0179900|Os03g0179950	LOC_Os03g08220
OsLOX3|LOX3	Os03g0699700	LOC_Os03g49260
OsLOX5	Os02g0194700	LOC_Os02g10120
OsLP|PR-5	Os03g0663400	LOC_Os03g46060
OsLpa1	Os02g0819400	LOC_Os02g57400
OsLPLA	Os08g0435800	LOC_Os08g33810
OsLPR3	Os01g0127000	LOC_Os01g03630
OsLPR5	Os01g0127200	LOC_Os01g03640
OsLPT1|OsPht1;6|OsPT6	Os08g0564000	LOC_Os08g45000
OsLRR1	Os01g0809300	LOC_Os01g59440
OsLS	Os04g0497400	LOC_Os04g42000
OsLSD1	Os08g0159500	LOC_Os08g06280
OsLSD2	Os03g0639600	LOC_Os03g43840
OsLSD3	Os08g0130100	LOC_Os08g03610
OsLSK1	Os01g0669100	LOC_Os01g47900
OsLSR	Os10g0183000	LOC_Os10g10360
OsLti6a	Os07g0635900	LOC_Os07g44180
OsLti6b|ddOs32	Os05g0138300	LOC_Os05g04700
OsLTP5	Os11g0115400	LOC_Os11g02389
OsLTPL1	Os03g0385400	LOC_Os03g26820
OsLTPL36	Os03g0369100	LOC_Os03g25350
OsLTPx1	Os03g0641500	LOC_Os03g44000
OsMADS13	Os12g0207000	LOC_Os12g10540
OsMADS14	Os03g0752800	LOC_Os03g54160
OsMADS15|DEP	Os07g0108900	LOC_Os07g01820
OsMADS16|SPW1	Os06g0712700	LOC_Os06g49840
OsMADS18	Os07g0605200	LOC_Os07g41370
OsMADS2	Os01g0883100	LOC_Os01g66030
OsMADS21	Os01g0886200	LOC_Os01g66290
OsMADS22	Os02g0761000	LOC_Os02g52340
OsMADS25	Os04g0304400	LOC_Os04g23910
OsMADS26	Os08g0112700	LOC_Os08g02070
OsMADS29	Os02g0170300	LOC_Os02g07430
OSMADS3	Os01g0201700	LOC_Os01g10504
OsMADS30	Os06g0667200	LOC_Os06g45650
OsMADS34|PAP2	Os03g0753100	LOC_Os03g54170
OsMADS4	Os05g0423400	LOC_Os05g34940
OsMADS5	Os06g0162800	LOC_Os06g06750
OsMADS50|OsSOC1|DTH3	Os03g0122600	LOC_Os03g03070|LOC_Os03g03100
OsMADS51|OsMADS65	Os01g0922800	LOC_Os01g69850
OsMADS56	Os10g0536100	LOC_Os10g39130
OsMADS57	Os02g0731200	LOC_Os02g49840
OSMADS58	Os05g0203800	LOC_Os05g11414
OsMADS6|MFO1	Os02g0682200	LOC_Os02g45770
OsMADS7|OsMADS45	Os08g0531700	LOC_Os08g41950
OsMADS72|qSTL3	None	LOC_Os03g14850
OsMADS8|OsMADS24	Os09g0507200	LOC_Os09g32948
OsMADS87	None	LOC_Os03g38610
OsMAPK33|OsMAPK3	Os02g0148100	LOC_Os02g05480
OsMAPK4|OsMSRMK3	Os06g0699400	LOC_Os06g48590
OsMAPKKK55	Os01g0699400	LOC_Os01g50400
OsMAPKKK63	Os01g0699100	LOC_Os01g50370
OsMAR1	Os06g0695600	LOC_Os06g48040
OsMaT-1	Os02g0484200	LOC_Os02g28220
OsMaT-2	Os02g0483500	LOC_Os02g28170
OsMaT-3	Os02g0485000	LOC_Os02g28340
OsMATE1	Os03g0188100	LOC_Os03g08900
OsMATE2	Os05g0554000	LOC_Os05g48040
OsMCA1|PAD	Os03g0157300	LOC_Os03g06120
OsMCM2	Os06g0218500	LOC_Os06g11500
OsMCP	Os08g0530400	LOC_Os08g41830
OsMCS	Os01g0887100	LOC_Os01g66360
OsMDHAR	Os09g0567300	LOC_Os09g39380
OsMDP1	Os03g0186600	LOC_Os03g08754
OsMeCP	None	None
OsMED4	Os09g0540500	LOC_Os09g36890
OsMEK1|OsMKK6	Os01g0510100	LOC_Os01g32660
OsMet1-1|OsMET1a	Os03g0798300	LOC_Os03g58400
OsMet1-2|OsMET1b	Os07g0182900	LOC_Os07g08500
OsMGD	Os02g0802700	LOC_Os02g55910
OsMGT1	Os01g0869200	LOC_Os01g64890
OsMHX	Os11g0660000	LOC_Os11g43860
OsMIK	Os03g0737701	LOC_Os03g52760
OsMIOX	Os06g0561000	LOC_Os06g36560
OsMKK1	Os06g0147800	LOC_Os06g05520
OsMKK10-2|MPKK10.2	Os03g0225100	LOC_Os03g12390
OsMKK4	Os02g0787300	LOC_Os02g54600
OsMKP1|GSN1	Os05g0115800	LOC_Os05g02500
OsMLH1	Os01g0958900	LOC_Os01g72880
OsMLO12	Os05g0183300	LOC_Os05g09050
OsMMP1	Os02g0740700	LOC_Os02g50730
OsMOGS	Os01g0921200	LOC_Os01g69210
OsMPG1|OsVTC1-1	Os01g0847200	LOC_Os01g62840
OsMPH1|OsMYB45	Os06g0670300	LOC_Os06g45890
OsMPK1|OsMAPK6|OsSIPK	Os06g0154500	LOC_Os06g06090
OsMPK10	Os01g0629900	LOC_Os01g43910
OsMPK11	Os06g0367900	LOC_Os06g26340
OsMPK13|OsBIMK2	Os02g0135200	LOC_Os02g04230
OsMPK14	Os05g0143500	LOC_Os05g05160
OsMPK15	Os11g0271100	LOC_Os11g17080
OsMPK16	Os01g0643800	LOC_Os01g45620
OsMPK17	Os05g0576800	LOC_Os05g50120
OsMPK2|OsMAPK2	Os08g0157000	LOC_Os08g06060
OsMPK6|OsMPK4	Os10g0533600	LOC_Os10g38950
OsMPK7	Os05g0566400	LOC_Os05g49140
OsMPK8|OsWJUMK1	Os01g0665200	LOC_Os01g47530
OsMPK9	Os05g0582400	LOC_Os05g50560
OsMPS	Os02g0618400	LOC_Os02g40530
OsMRE11	Os04g0635900	LOC_Os04g54340
OsMRP5	Os03g0142800	LOC_Os03g04920
OsMSD	Os05g0323900	LOC_Os05g25850
OsMSH4	Os07g0486000	LOC_Os07g30240
OsMSH5	Os05g0498300	LOC_Os05g41880
OsMsh6	Os09g0407600	LOC_Os09g24220
OsMSP1	Os01g0917500	LOC_Os01g68870
OsMSR1	Os03g0360700	LOC_Os03g24600
OsMSR15	Os03g0610400	LOC_Os03g41390
OsMSR2	Os01g0955100	LOC_Os01g72530
OsMsr9	Os07g0561300	LOC_Os07g37400
OsMSRA4.1	Os10g0563600	LOC_Os10g41400
OsMSRB1.1	Os06g0472000	LOC_Os06g27760
OsMSRMK2|OsMAP1|OsMPK5|OsMAPK2|OsMAPK5|OsBIMK1|OsMPK3	Os03g0285800	LOC_Os03g17700
OsMSRPK1|Orysa;CDKG;1	Os02g0602100	LOC_Os02g39010
OsMST1	Os04g0452700	LOC_Os04g37980
OsMST2	Os03g0594400	LOC_Os03g39710
OsMST3	Os07g0106200	LOC_Os07g01560
OsMST4	Os03g0218400	LOC_Os03g11900
OsMST5	Os08g0178200	LOC_Os08g08070
OsMST6	Os07g0559700	LOC_Os07g37320
OsMST7	Os01g0567600	LOC_Os01g38680
OsMST8	Os01g0567500	LOC_Os01g38670
OsMT-I-4b|OsMT1c	Os12g0568200	LOC_Os12g38051
OsMT-II-1a	Os10g0542100	LOC_Os10g39610
OsMT|OsMEX1	Os04g0602400	LOC_Os04g51330
OsMT1a|rgMT	Os11g0704500	LOC_Os11g47809
OsMT1d	Os12g0571100	LOC_Os12g38300
OsMT1f	Os12g0567800	LOC_Os12g38010
OsMT1g	Os12g0571000	LOC_Os12g38290
OsMT2b	Os05g0111300	LOC_Os05g02070
OsMT2d	Os01g0149200	LOC_Os01g05585
Osmtd1	Os08g0441300	LOC_Os08g34258
OsMTI-3a	Os01g0200700	LOC_Os01g10400
OsMTI2B	Os01g0974200	LOC_Os01g74300
OsMTN	Os06g0112200	LOC_Os06g02220
OsMTOPVIB	Os06g0708200	LOC_Os06g49450
OsMTP11	Os01g0837700|Os01g0837800	LOC_Os01g62070
OsMTP8.1	Os03g0226400	LOC_Os03g12530
OsMTP9	Os01g0130000	LOC_Os01g03914
OsMTR1	Os02g0491300	LOC_Os02g28970
OsMUS81	Os01g0948100	LOC_Os01g71960
OsMY1	Os01g0757600	LOC_Os01g55280
Osmyb1	Os05g0429900	LOC_Os05g35500
OsMYB103L|CEF1	Os08g0151300	LOC_Os08g05520
OsMYB110	Os10g0478300	LOC_Os10g33810
OsMYB1R1	Os01g0192300	LOC_Os01g09640
Osmyb2	Os03g0315400	LOC_Os03g20090
OsMYB2P-1	Os05g0140100	LOC_Os05g04820
Osmyb3	Os03g0410000	LOC_Os03g29614
OsMYB30|OsMYB5P	Os02g0624300	LOC_Os02g41510
OsMYB3R-2	Os01g0841500	LOC_Os01g62410
Osmyb4	Os04g0517100	LOC_Os04g43680
OsMYB46	Os12g0515300	LOC_Os12g33070
OsMYB48-1	Os01g0975300	LOC_Os01g74410
OsMYB4P	Os11g0558200	LOC_Os11g35390
Osmyb5	Os05g0490600	LOC_Os05g41166
OsMYB511	Os04g0583900	LOC_Os04g49450
OsMYB55	Os05g0553400	LOC_Os05g48010
OsMYB60	Os12g0125000	LOC_Os12g03150
OsMYB80	Os04g0470600	LOC_Os04g39470
OsMYB91	Os12g0572000	LOC_Os12g38400
OsMYBGA|OsGAMYB	Os01g0812000	LOC_Os01g59660
OsMYBS1	Os01g0524500	LOC_Os01g34060
OsMYBS2	Os10g0562100	LOC_Os10g41260
OsMYC2	Os10g0575000	LOC_Os10g42430
OsMYL2	Os01g0235700	LOC_Os01g13460
osmyoXIB	Os02g0816900	LOC_Os02g57190
OsNAAT1	Os02g0306401	LOC_Os02g20360
OsNAAT2	Os02g0302700	LOC_Os02g19970
OsNAAT3	Os02g0302400	None
OsNAAT4	Os06g0345200	LOC_Os06g23684
OsNAAT5	Os11g0552000	LOC_Os11g35040
OsNAAT6	Os11g0644800	LOC_Os11g42510
OsNAC14	Os01g0675800	LOC_Os01g48446
OsNAC19|SNAC1|OsNAC9	Os03g0815100	LOC_Os03g60080
OsNAC2|OsTIL1|OMTN2|OsORE1	Os04g0460600	LOC_Os04g38720
OsNAC3	Os07g0225300	LOC_Os07g12340
OsNAC4	Os01g0816100	LOC_Os01g60020
OsNAC5	Os11g0184900	LOC_Os11g08210
OsNAC52	Os05g0421600	LOC_Os05g34830
OsNAC6|SNAC2	Os01g0884300	LOC_Os01g66120
OsNADH-GOGAT1	Os01g0681900|Os01g0682001	LOC_Os01g48960
OsNADH-GOGAT2	Os05g0555600	LOC_Os05g48200
OsNADK3	Os05g0388400	LOC_Os05g32210
OsNAGK1|NAGK1	Os04g0550500	LOC_Os04g46460
OsNAGK2|NAGK2	Os02g0657600	LOC_Os02g44000
OsNAP	Os03g0327800	LOC_Os03g21060
OsNAP6	Os01g0127300	LOC_Os01g03650
OsNAPL6	Os02g0576700	LOC_Os02g36710
OsNaPRT1	Os03g0837300	LOC_Os03g62110
OsNaPRT2	Os04g0429800	LOC_Os04g35060
OsNAR2.1	Os02g0595900	LOC_Os02g38230
OsNAR2.2	Os04g0480200	LOC_Os04g40410
OsNAS1	Os03g0307300	LOC_Os03g19427
OsNAS2	Os03g0307200	LOC_Os03g19420
OsNAS3	Os07g0689600	LOC_Os07g48980
OsNCED1	Os02g0704000	LOC_Os02g47510
OsNCED2	Os12g0435200	LOC_Os12g24800
OsNCED3	Os03g0645900	LOC_Os03g44380
OsNCED4	Os07g0154100	LOC_Os07g05940
OsNCED5	Os12g0617400	LOC_Os12g42280
OsNDPK1	Os07g0492000	LOC_Os07g30970
OsNDPK2|WSL12|YSS2	Os12g0548300	LOC_Os12g36194
OsNDPK3	Os05g0595400	LOC_Os05g51700
OsNDR1	Os04g0685400	LOC_Os04g58860
OsNek3	Os07g0176600	LOC_Os07g08000
OsNF-YA4	Os03g0696300	LOC_Os03g48970
OsNF-YA7	Os08g0196700	LOC_Os08g09690
OsNF-YB1	Os02g0725900	LOC_Os02g49410
OsNF-YC13	Os01g0183400	LOC_Os01g08790
OsNHA1|OsSOS1	Os12g0641100	LOC_Os12g44360
OsNHX1	Os07g0666900	LOC_Os07g47100
OsNHX2|OsNHX3	Os05g0148600	LOC_Os05g05590
OsNHX4	Os06g0318500	LOC_Os06g21360
OsNHX5	Os09g0286400	LOC_Os09g11450
OsNIA1|OsNia1	Os02g0770800	LOC_Os02g53130
OsNIC	Os02g0606800	LOC_Os02g39400
OsNIN-like2	Os04g0495800	LOC_Os04g41850
OsNIN-like3	Os01g0236700	LOC_Os01g13540
OsNIN-like4	Os11g0264300	LOC_Os11g16290
OsNIN1	Os03g0314800	LOC_Os03g20020
OsNIN3	Os02g0529400	LOC_Os02g32730
OsNINJA1	Os05g0558800	LOC_Os05g48500
OsNINJA2	None	None
OsNIP3;1|DTE1	Os10g0513200	LOC_Os10g36924
OsNIP3;2	Os08g0152000	LOC_Os08g05590
OsNLA1	Os07g0673200	LOC_Os07g47590
OsNLA2	Os03g0650900	LOC_Os03g44810
OsNMD3	Os10g0573900	LOC_Os10g42320
OsNOA1	Os02g0104700	LOC_Os02g01440
OsNOMT	Os12g0240900	LOC_Os12g13800
Osnop	Os06g0607900	LOC_Os06g40570
OsNope1	Os04g0105400	LOC_Os04g01520
OsNOT1	Os10g0556600|Os10g0556700|Os10g0556801	LOC_Os10g40780
OsNP1	Os10g0524500	LOC_Os10g38050
OsNPC1	Os03g0826600	LOC_Os03g61130
OsNPF2.2	Os12g0638200	LOC_Os12g44100
OsNPF2.4	Os03g0687000	LOC_Os03g48180
OsNPF7.2	None	None
OsNPF7.7	Os10g0579600	LOC_Os10g42870
OsNPH1b	Os04g0304200	LOC_Os04g23890
OsNPK1-PK|OsMAPKKK62	Os01g0699600	LOC_Os01g50420
OsNPR1|NH1	Os01g0194300	LOC_Os01g09800
OsNPSN11	Os06g0715100	LOC_Os06g50120
OsNPSN12	Os03g0369800	LOC_Os03g25390
OsNPSN13	Os07g0637400	LOC_Os07g44350
OsNRAMP1	Os07g0258400	LOC_Os07g15460
OsNRAMP3	Os06g0676000	LOC_Os06g46310
OsNRAMP5	Os07g0257200	LOC_Os07g15370
OsNramp6	Os01g0503400	LOC_Os01g31870
OsNRT1.1A	Os08g0155400	LOC_Os08g05910
OsNRT1.3|NRT1.1B|OsNPF6.5	Os10g0554200	LOC_Os10g40600
OsNRT2.1	Os02g0112100	LOC_Os02g02170
OsNRT2.2	Os02g0112600	LOC_Os02g02190
OsNRT2.3	Os01g0704100	LOC_Os01g50820
OsNRT2.4	Os01g0547600	LOC_Os01g36720
OsNSP1	Os03g0408600	LOC_Os03g29480
OsNSP2	Os03g0263300	LOC_Os03g15680
OsNST1|BC14	Os02g0614100	LOC_Os02g40030
OsNTL2	Os08g0157900	LOC_Os08g06140
OsNUC1	Os04g0620700	LOC_Os04g52960
OsNug2	Os03g0352400	LOC_Os03g22890
OsNUS1|V1	Os03g0656900	LOC_Os03g45400
OsOAT	Os03g0643300	LOC_Os03g44150
OsOBF1|OsbZIP87	Os12g0560900	LOC_Os12g37410
OsObgC1	Os07g0669200	LOC_Os07g47300
OsOFP14	Os04g0415100	LOC_Os04g33870
OsOFP19	Os05g0324600	LOC_Os05g25910
OsOFP2	Os01g0625900	LOC_Os01g43610
OsOFP6	Os01g0823500	LOC_Os01g60810
OsOFP8	Os01g0864000	LOC_Os01g64430
OsOMT26|ROMT-15|ROMT15	Os08g0498100	LOC_Os08g38900
OsOPR1	Os06g0216300	LOC_Os06g11290
OsOPR7|OG1	Os08g0459600	LOC_Os08g35740
OsORAP1	Os09g0365900	LOC_Os09g20090
OsORC1	Os06g0187000	LOC_Os06g08790
OsORC2	Os03g0184700	LOC_Os03g08640
OsORC3	Os10g0402200	LOC_Os10g26280
OsORC4	Os01g0683400	LOC_Os01g49010
OsORC5	Os03g0759500	LOC_Os03g55200
OsORC6	Os07g0628600	LOC_Os07g43540
OsOS9	Os06g0644800	LOC_Os06g43710
OsOsbHLH010|OsMYL1	Os01g0705700	LOC_Os01g50940
OsOSC11|OsIAS1	Os11g0562100	LOC_Os11g35710
OsOSC12	Os08g0223900	None
OsOSM1	Os12g0569500	LOC_Os12g38170
OSOTP51	Os02g0702000	LOC_Os02g47360
OsOTS1	Os06g0487900	LOC_Os06g29310
OsOTS2	Os12g0606900	LOC_Os12g41380
OsOxi1	Os04g0488700	LOC_Os04g41160
OsP|OsBBX9	Os03g0351100	LOC_Os03g22770
OsP5CR	Os01g0948400	LOC_Os01g71990
OsP5CS|OsP5CS1	Os05g0455500	LOC_Os05g38150
OsPAA1	Os03g0180400	LOC_Os03g08280
OsPAA2	Os07g0614100	LOC_Os07g42260
OsPAL	Os02g0626400	LOC_Os02g41650
OsPAO	Os03g0146400	LOC_Os03g05310
OsPAO1|PAO1	Os01g0710200	LOC_Os01g51320
OsPAP10a	Os01g0776600	LOC_Os01g56880
OsPAP10c	Os12g0637100	LOC_Os12g44020
OsPAP2	Os09g0506000	LOC_Os09g32840
OsPAP21b	Os11g0151700	LOC_Os11g05400
OsPAPST1	Os01g0265200	LOC_Os01g16040
OsPAR1	Os03g0576900	LOC_Os03g37984
OsPBL1	Os02g0513000	LOC_Os02g30900
OsPBZ15	Os12g0555100	LOC_Os12g36840
OsPBZ19	Os12g0555300	LOC_Os12g36860
OsPCBP	Os11g0689300	LOC_Os11g46230
OspCKII	Os03g0763000	LOC_Os03g55490
OsPCL1	Os01g0971800	LOC_Os01g74020
OsPCNA|PCNA	Os02g0805200	LOC_Os02g56130
OsPCR1	Os10g0112100	LOC_Os10g02300
OsPCS1	Os05g0415200	LOC_Os05g34290
OsPCS2	Os06g0102300	LOC_Os06g01260
OsPDC1	Os05g0469600	LOC_Os05g39310
OsPDC2	Os03g0293500	LOC_Os03g18220
OsPDC3	Os07g0693100	LOC_Os07g49250
OsPDCD5	Os05g0547850	LOC_Os05g47446
OsPDF1A	Os01g0555800	LOC_Os01g37510
OsPDF1B	Os01g0637600	LOC_Os01g45070
OsPDF1B2	Os01g0636600	LOC_Os01g44980
OsPDIL1;1	Os11g0199200	LOC_Os11g09280
OsPDK1	Os07g0637300	LOC_Os07g44330
OsPDR20	Os09g0332700	LOC_Os09g16330
OsPDR6|OsABCG31	Os01g0177900	LOC_Os01g08260
Ospdr9	Os01g0609300	LOC_Os01g42380
OsPDS	Os03g0184000	LOC_Os03g08570
OsPE	Os03g0241300	LOC_Os03g13810
OsPEAMT1	Os01g0695100	LOC_Os01g50030
OsPEAMT2	Os05g0548900	LOC_Os05g47540
OsPELOTA|LML1	Os04g0659900	LOC_Os04g56480
OsPEX11	Os03g0302000	LOC_Os03g19010
OsPEX5	Os08g0500100	LOC_Os08g39080
OsPFA-DSP1	Os09g0135700	LOC_Os09g05020
OsPFA-DSP2	Os02g0771400	LOC_Os02g53160
OsPGIP1	Os05g0104200	LOC_Os05g01380
OsPGIP4	Os05g0104700	LOC_Os05g01444
OsPgk2	Os02g0169300	LOC_Os02g07260
OsPGLCT	Os01g0133400	LOC_Os01g04190
OsPGR5	Os08g0566600	LOC_Os08g45190
OsPH1	Os01g0881500	LOC_Os01g65900
OsPHF1	Os07g0187700	LOC_Os07g09000
OsPHF1L	Os03g0799900	LOC_Os03g58570
OsPHGPX	Os03g0358100	LOC_Os03g24380
OsPHI-1	Os02g0757100	LOC_Os02g52040
OsPHO1;1	Os01g0110100	LOC_Os01g02000
OsPHO1;2	Os02g0809800	LOC_Os02g56510
OsPHR1|PHR1	Os03g0329900	LOC_Os03g21240
OsPHR2	Os07g0438800	LOC_Os07g25710
OsPHR3	Os02g0139000	LOC_Os02g04640
OsPHR4	Os06g0703900	LOC_Os06g49040
OsPHT1	Os06g0184900	LOC_Os06g08580
OsPht1;1|OsPT1	Os03g0150600	LOC_Os03g05620
OsPht1;10|OsPT10	Os06g0325200	LOC_Os06g21950
OsPht1;11|OsPT11	Os01g0657100	LOC_Os01g46860
OsPht1;12|OsPT12	Os03g0150500	LOC_Os03g05610
OsPht1;13|OsPT13	Os04g0186800	LOC_Os04g10800
OsPht1;2|OsPT2	Os03g0150800	LOC_Os03g05640
OsPht1;3|OsPT3	Os10g0444600	LOC_Os10g30770
OsPht1;4|OsPT4	Os04g0186400	LOC_Os04g10750
OsPht1;5|OsPT5	Os04g0185600	LOC_Os04g10690
OsPht1;7|OsPT7	Os03g0136400	LOC_Os03g04360
OsPht1;8|OsPT8	Os10g0444700	LOC_Os10g30790
OsPht1;9|OsPT9	Os06g0324800	LOC_Os06g21920
OsPHT2	Os06g0185300	LOC_Os06g08610
OsPHY2	Os03g0818100	LOC_Os03g60370
OsPI1	Os01g0838350	None
OsPI4K1	Os03g0711200	LOC_Os03g50320
OsPI4K2	Os11g0209700	LOC_Os11g10420
OsPIANK1	Os11g0182500	LOC_Os11g07980
OsPID	Os12g0614600	LOC_Os12g42020
OsPIDlike	Os01g0174700	LOC_Os01g07940
OsPIL11	Os12g0610200	LOC_Os12g41650
OsPIL12	Os03g0639300	LOC_Os03g43810
OsPIL13|OsPIL1	Os03g0782500	LOC_Os03g56950
OsPIL14|OsPIF14	Os07g0143200	LOC_Os07g05010
OsPIL15	Os01g0286100	None
OsPIMT1	Os08g0557000	LOC_Os08g44280
OsPIMT2	Os04g0481400	LOC_Os04g40540
OsPIN1|REH1|PIN1b	Os02g0743400	LOC_Os02g50960
OsPIN2|LRA1	Os06g0660200	LOC_Os06g44970
OsPIN3t	Os01g0643300	LOC_Os01g45550
OsPIN5b	Os08g0529000	LOC_Os08g41720
OsPIP1;1|RWC1	Os02g0666200	LOC_Os02g44630
OsPIP1;2	Os04g0559700	LOC_Os04g47220
OsPIP2;3	Os04g0521100	LOC_Os04g44060
OsPIP2;4	Os07g0448100	LOC_Os07g26630
OsPIP2;5	Os07g0448400	LOC_Os07g26660
OsPIP2;6	Os04g0233400	LOC_Os04g16450
OsPIP2;7	Os09g0541000	LOC_Os09g36930
OsPIPK1	Os03g0701800	LOC_Os03g49510
OsPK1	Os11g0148500	LOC_Os11g05110
OsPK10|Pid2	Os06g0494100	LOC_Os06g29810
OsPK2	Os07g0181000	LOC_Os07g08340
OsPKS1|YY2|OsLAP6	Os10g0484800	LOC_Os10g34360
OsPKS2	Os07g0411300	LOC_Os07g22850
OsPLC1	Os07g0694000	LOC_Os07g49330
OsPLDalpha4	Os06g0604200	LOC_Os06g40170
OsPLDalpha5	Os06g0604300	LOC_Os06g40180
OsPLDbeta1	Os10g0524400	LOC_Os10g38060
OsPLIM2a	Os02g0641000	LOC_Os02g42820
OsPLIM2b	Os04g0532500	LOC_Os04g45010
OsPLS1	Os06g0662000	LOC_Os06g45120
OsPM19L1	Os05g0381400	LOC_Os05g31670
OsPME1	Os03g0309400	LOC_Os03g19610
OsPMEI28	Os08g0108100	LOC_Os08g01670
OsPMM	Os04g0682300	LOC_Os04g58580
OsPMS1	Os02g0592300	LOC_Os02g37920
OsPNH1	Os06g0597400	LOC_Os06g39640
OsPOD|prx11	Os01g0294700	LOC_Os01g19020
OsPollambda	Os06g0237200	LOC_Os06g13020
OsPOLP1	Os08g0175300	LOC_Os08g07840
OsPOP5	Os02g0290600	LOC_Os02g18850
OsPORA	Os04g0678700	LOC_Os04g58200
OsPORB|FGL	Os10g0496900	LOC_Os10g35370
OsPOX1|ddOs319	Os01g0263300	LOC_Os01g15830
OsPP18|OsPP2C10	Os02g0149800	LOC_Os02g05630
OsPP1c	Os03g0268000	LOC_Os03g16110
OsPP2A-1	Os06g0574500	LOC_Os06g37660
OsPP2A-2	Os03g0805300	LOC_Os03g59060
OsPP2A-3	Os02g0217600	LOC_Os02g12580
OsPP2AB	Os10g0476600	LOC_Os10g33680
OsPP2C09|OsPP15|OsPYL2	Os01g0846300	LOC_Os01g62760
OsPP2C49	Os05g0457200	LOC_Os05g38290
OsPP2C51	Os05g0572700	LOC_Os05g49730
